2022-03-29	14:11:00	2947676755	ddd
2022-03-29	14:11:10	1990038328	@coredd
2022-03-29	14:11:17	2947676755	换照的有嘛
2022-03-29	14:11:44	2947676755	私
2022-03-29	14:11:50	1430297549	dd
2022-03-29	14:11:51	3531548493	欢迎
2022-03-29	14:11:53	2237605393	诚招猛1，没有的话是主或S也行，有肌肉最好，我年龄有点小不到16岁，有意的私
2022-03-29	14:12:03	3531548493	东北dd
2022-03-29	14:12:07	1990038328	吼吼吼
2022-03-29	14:12:12	3531548493	M加我
2022-03-29	14:12:59	2891976764	cpdd东北
2022-03-29	14:13:45	2237605393	@往嘉盛 @往嘉盛 头像是本人吗？
2022-03-29	14:14:10	3531548493	不是
2022-03-29	14:16:34	1272402397	@core 老公
2022-03-29	14:20:06	2947676755	换照私
2022-03-29	15:20:48	1907682207	有人吗
2022-03-29	15:22:08	323676494	换资源私
2022-03-29	15:22:28	2891976764	@嘎嘎 @嘎嘎 给我一个呗！
2022-03-29	15:24:01	323676494	换资源私
2022-03-29	15:26:57	1614252058	@十八岁的空少 欢迎欢迎～进群就是一家人了
2022-03-29	15:31:55	2187179760	咱就是说，浅d个对象。
2022-03-29	15:36:09	3023669680	换
2022-03-29	15:46:36	3103837638	有片吗
2022-03-29	15:46:44	3103837638	换片
2022-04-01	8:14:26	1334811775	哈哈哈哈
2022-04-01	8:14:34	1191713769	@温 @温 不好好上学找什么东西
2022-04-01	8:14:34	1334811775	小屁孩
2022-04-01	8:14:37	1191713769	屁
2022-04-01	8:14:40	3093748878	@温 群里全是亩0
2022-04-01	8:14:40	1191713769	对象
2022-04-01	8:14:46	167783221	我
2022-04-01	8:14:48	167783221	网课
2022-04-01	8:14:51	167783221	干嘛
2022-04-01	8:14:55	2743588339	@北京1（.） 哪呢哪呢@北京1（.）
2022-04-01	8:14:56	1191713769	@北京1（.） @北京1（.） 你才是木0
2022-04-01	8:14:56	1334811775	@北京1（.） @北京1（.） 骂我是不是
2022-04-01	8:15:16	1773476221	@温 加你了
2022-04-01	8:15:34	1191713769	好多18以下的
2022-04-01	8:15:52	167783221	这
2022-04-01	8:16:00	167783221	这
2022-04-01	8:16:02	3487779398	早
2022-04-01	8:16:59	2743588339	这群里有个09年小盆友
2022-04-01	8:17:05	1191713769	有人玩apex手游吗
2022-04-01	8:17:09	1334811775	哈哈哈哈
2022-04-01	8:17:22	167783221	09的不小了
2022-04-01	8:17:22	1191713769	我04小朋友
2022-04-01	8:17:31	167783221	最大13了吧
2022-04-01	8:17:35	167783221	还是14
2022-04-01	8:17:41	2743588339	初一的
2022-04-01	8:17:45	2743588339	小盆友
2022-04-01	8:17:48	1130646327	那你89的吧
2022-04-01	8:17:48	1773476221	08的15
2022-04-01	8:17:51	1191713769	确实小朋友
2022-04-01	8:17:52	1130646327	是不
2022-04-01	8:17:54	1130646327	蜀黍
2022-04-01	8:17:58	2743588339	我聊天背景是那个小盆友
2022-04-01	8:18:11	167783221	00后都不小了
2022-04-01	8:18:13	1191713769	@隘攀格柟' @隘攀格柟' 看看
2022-04-01	8:18:27	1773476221	@隘攀格柟' @隘攀格柟' 蜀黍真猥琐
2022-04-01	8:18:36	3620927485	价格持续上涨趋势/欢迎QQ群里朋友们找我来出售帐号/有朋友的也可以推荐过来推荐一个人过来¥50推荐费，有想了解详情的私聊我/在此声明（我不是人机）
2022-04-01	8:18:38	1191713769	@温 @温 现在是10的天下了
2022-04-01	8:18:59	1191713769	上面那个人机是谁
2022-04-01	8:19:21	2743588339	小盆友
2022-04-01	8:19:28	1130646327	笑了
2022-04-01	8:19:34	1191713769	@隘攀格柟' 小姐姐你谁
2022-04-01	8:19:37	2743588339	刚刚说猥琐的那个0呢
2022-04-01	8:19:49	2743588339	yai？
2022-04-01	8:23:04	2743588339	yai
2022-04-01	8:23:11	2743588339	有人说我大直男
2022-04-01	8:23:18	2743588339	我像么
2022-04-01	8:23:42	1334811775	哈
2022-04-01	8:24:24	1191713769	@隘攀格柟' 处一处我在告诉你
2022-04-01	8:24:27	1191713769	看不出来
2022-04-01	8:26:27	3234580984	在一起在一起
2022-04-01	8:26:44	2743588339	什么嗝屁玩意
2022-04-01	8:27:23	1191713769	你们在谋划什么
2022-04-01	8:27:37	2743588339	哪有
2022-04-01	8:27:37	2394303334	看咩啊
2022-04-01	8:28:36	3487779398	早啊
2022-04-01	8:29:51	2996916865	高一dd
2022-04-01	8:30:57	1191713769	高4dd
2022-04-01	8:41:50	3093748878	诡计多端的亩0
2022-04-01	8:43:33	1795743499	找对象
2022-04-01	8:45:55	1191713769	@北京1（.） 小姐姐
2022-04-01	8:46:04	2936442994	？
2022-04-01	8:46:15	3093748878	蛤？
2022-04-01	8:46:36	2936442994	笑死我了
2022-04-01	8:46:36	3620927485	548315958
2022-04-01	8:47:11	3620927485	@高价回收BIued 帅哥们要进群的搜索这个里面的1特别多，晚上定19:30体育生在群里直播打飞机
2022-04-01	8:53:36	2879698849	哇
2022-04-01	9:03:47	2676980400	晚安
2022-04-01	9:14:58	329832612	cpdd
2022-04-01	9:18:35	329832612	聊骚
2022-04-01	9:19:10	1613770184	……
2022-04-01	9:19:19	329832612	加好友
2022-04-01	9:19:34	www.249452187@qq.com	@异色戒 家了
2022-04-01	9:26:27	1613770184	高三打基础，高四985，好吧
2022-04-01	9:27:13	www.249452187@qq.com	你空间的图片和小可爱的头像一样@阿哲
2022-04-01	9:27:59	1613770184	小可爱？谁啊真的会有人叫这种网名吗
2022-04-01	9:28:21	www.249452187@qq.com	小可爱长得多帅
2022-04-01	9:29:11	www.249452187@qq.com	看看这照片就知道又多可爱
2022-04-01	9:29:22	994044686	@凪卄 @凪卄 ？
2022-04-01	9:29:28	994044686	@阿哲 @阿哲 我喜欢这个
2022-04-01	9:30:07	1613770184	@凪卄 @凪卄 ……好………少年感
2022-04-01	9:30:13	www.249452187@qq.com	嗯嗯
2022-04-01	9:30:27	www.249452187@qq.com	跟这个一样有感觉的
2022-04-01	9:30:43	www.249452187@qq.com	摸一下，舒服极了
2022-04-01	9:31:16	2537939487	哈喽
2022-04-01	9:31:55	2054723894	哈哈哈
2022-04-01	9:32:38	1613770184	心态已经炸了
2022-04-01	9:33:45	994044686	@阿哲 @阿哲 高一
2022-04-01	9:34:09	1252796873	网红优质资源 15块8部 20块15部25块30部 普通资源15块200部
2022-04-01	9:34:15	www.249452187@qq.com	@阿哲 应该你也有少年感
2022-04-01	9:34:35	www.249452187@qq.com	16岁也是少年感满满的岁数
2022-04-01	9:35:06	1613770184	@『K』 @『K』 ？？？？
2022-04-01	9:35:21	1613770184	不我没有
2022-04-01	9:35:26	994044686	高一吗？
2022-04-01	9:35:30	994044686	高一？
2022-04-01	9:35:31	1613770184	是的
2022-04-01	9:35:36	994044686	啊，我也是
2022-04-01	9:36:01	1613770184	我还以为你说我
2022-04-01	9:36:04	994044686	刚才在愉快的学习复数
2022-04-01	9:36:11	994044686	@阿哲 @阿哲 ？
2022-04-01	9:36:16	3553215014	有1么
2022-04-01	9:36:28	994044686	@深情 @深情 孩子醒醒
2022-04-01	9:36:45	www.249452187@qq.com	@阿哲 哪里人
2022-04-01	9:36:50	1613770184	江苏
2022-04-01	9:37:12	3529677353	江苏哪的
2022-04-01	9:37:23	www.249452187@qq.com	刚刚那个娃儿也是江苏的
2022-04-01	9:37:32	www.249452187@qq.com	我发的照片那个
2022-04-01	9:37:39	994044686	@阿哲 @阿哲 ？
2022-04-01	9:37:41	994044686	我也是
2022-04-01	9:37:43	994044686	江苏
2022-04-01	9:38:30	www.249452187@qq.com	@深情 满满的诱惑
2022-04-01	9:38:39	www.249452187@qq.com	@深情 出水芙蓉
2022-04-01	9:38:44	1613770184	别发了
2022-04-01	9:38:48	www.249452187@qq.com	好想日一下
2022-04-01	9:38:48	1613770184	自卑了
2022-04-01	9:39:05	www.249452187@qq.com	@阿哲 别自卑
2022-04-01	9:39:06	3553215014	@凪卄 你个0
